concept_id,variety_id,orth,source_type,source_id,source_gloss,source_level,file,sheet,row,source_note,fallback_from
eat,sed_to,mkan,excel,27-01,吃,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,816,qi; uqi; kan吃,
suck,sed_to,mhuc,excel,27-02,吸,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,817,,
drink,sed_to,mimah,excel,27-03,喝,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,818,mahi喝,
vomit,sed_to,pbrih,excel,27-04,吐,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,819,brih吐; tmuyuq吐口水,
bite,sed_to,qmiyuc,excel,27-05,咬,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,820,qyuti咬,
eat,sed_to,mkan,excel,27-15,吃(東西),,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,830,kan; qi; uqi吃,
know,sed_to,mkla,excel,28-02,知道,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,836,klaun,
see,sed_to,qmita,excel,28-03,看,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,837,,
say,sed_to,rmngaw,excel,28-04,說,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,838,rngaw,
smell,sed_to,snknux,excel,28-07,聞(如聞味道),,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,841,smknux,
hear,sed_to,mbahang,excel,28-19,聽,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,853,qbahang,
think,sed_to,lmngelung,excel,28-25,想(思考),,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,859,lnglungi; lmlung想(思考),
fear,sed_to,micu,excel,29-02,害怕,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,866,,
wash,sed_to,mahu,excel,30-02,洗(衣物),,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,876,,
sleep,sed_to,mtaqi,excel,30-09,睡覺,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,883,,
kill,sed_to,smipaq,excel,30-10,殺牲畜,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,884,umuyak殺豬; phuqil殺死,
lie,sed_to,tqraq,excel,30-16,躺臥,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,890,sbang躺臥,
burn,sed_to,psqama,excel,30-20,燒(如燒稻草),,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,894,mtahu生火; psramaq起火燃燒; hmudur/hmudung燒,
hunt,sed_to,durang,excel,30-25,陷獵,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,899,dmangar,
burn,sed_to,sqama,excel,30-54,燃燒,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,928,,
drink,sed_to,mimah,excel,30-61,喝(水),,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,935,,
sing,sed_to,muyas uyas,excel,30-64,唱歌,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,938,muyas sapah pyasan在學校上課,
play,sed_to,mpulah,excel,30-65,玩耍,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,939,,
die,sed_to,mhuqil,excel,31-01,死亡,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,941,huqil指所有生物的死亡; mrdang單指人類的死亡,
live,sed_to,mudus,excel,31-08,活的,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,948,,
heavy,sed_to,chdil,excel,32-02,重(重量),,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,963,,
big,sed_to,beyhing,excel,32-05,大的,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,966,beyhing無限大的(泛指所有一切); beyring大的(指生物); beyki大的(指物體); paru一般大小(泛指所有),
cold,sed_to,mskuy,excel,32-08,冷,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,969,,
small,sed_to,tiping,excel,32-09,小的,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,970,"tipiq小的, 一點; tiring更小的",
many,sed_to,ou,excel,32-10,多,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,971,kari bay,
cold,sed_to,tltu,excel,32-12,冰冷,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,973,,
few,sed_to,tikuh,excel,32-14,少的,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,975,tipiq少的(指物品或食物),
laugh,sed_to,mhulis,excel,32-16,笑,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,977,,
wet,sed_to,mhuriq,excel,32-17,濕的,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,978,,
thick,sed_to,kndux,excel,32-19,厚的,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,980,,
thin,sed_to,mpux,excel,32-21,薄的,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,982,hlpis單薄的,
dirty,sed_to,rutiq,excel,32-22,髒,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,983,,
dry,sed_to,mdngu,excel,32-28,乾的,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,989,,
new,sed_to,burah,excel,32-31,新的,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,992,,
old,sed_to,smudal,excel,32-32,舊的,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,993,,
near,sed_to,dalih,excel,32-33,近,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,994,,
bad,sed_to,naqah,excel,32-35,壞掉,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,996,,
far,sed_to,thiyaq,excel,32-37,遠,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,998,,
swell,sed_to,mlabu,excel,32-38,腫,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,999,,
smooth,sed_to,sdhriq,excel,32-44,滑,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1005,,
warm,sed_to,muxul,excel,32-56,暖和,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1017,,
dull,sed_to,muapung,excel,32-57,鈍的,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1018,ini ekan; ini khungun指刀不鋒利,
straight,sed_to,sdurux,excel,32-65,直,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1026,,
full,sed_to,thngay da,excel,32-66,滿了,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1027,,
wide,sed_to,thdiq,excel,32-68,(空間)寬敞,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1029,llabang寬敞; ini tkiyux不會擁擠,
correct,sed_to,mndungus,excel,32-69,正確,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1030,balay babay真正的; nduwa balay真實的; ini qnuqu沒有錯誤,
warm,sed_to,muxul,excel,32-72,溫的(水),,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1033,mtltu冷的,
long,sed_to,qndiwan,excel,32-74,長,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1035,bbaraw,
short,sed_to,llbu,excel,32-76,短,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1037,butun短,
full,sed_to,htngay,excel,32-79,滿滿,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1040,,
wipe,sed_to,smurus,excel,33-06,擦拭,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1048,,
throw,sed_to,qmada,excel,34-19,丟棄,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1069,qdani丟棄(祈使句),
count,sed_to,smpu,excel,34-29,數(計算),,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1079,snpuwan數過的,
good,sed_to,malu,excel,34-34,好的,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1084,iyaq,
not,sed_to,uxay,excel,35-03,不是(回答用),,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1092,,
because,sed_to,alaw,excel,36-05,因為,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1101,adaw; anaw因為,
and,sed_to,mi,excel,36-18,和,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1114,dha以及; 二,
if,sed_to,nasi,excel,36-22,如果,,2026學習詞表-15都達賽德克語.xlsx,15都達賽德克語,1118,,
one,sed_tg,kingal,excel,01-01,一,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,5,,
two,sed_tg,daha,excel,01-02,二,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,6,,
three,sed_tg,teru,excel,01-03,三,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,7,,
four,sed_tg,sepac,excel,01-04,四,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,8,,
five,sed_tg,rima,excel,01-05,五,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,9,,
six,sed_tg,mmteru,excel,01-06,六,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,10,,
seven,sed_tg,mpitu,excel,01-07,七,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,11,,
eight,sed_tg,mmsepac,excel,01-08,八,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,12,,
nine,sed_tg,mngari,excel,01-09,九,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,13,,
ten,sed_tg,maxal,excel,01-10,十,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,14,,
twenty,sed_tg,mpusal,excel,01-20,二十,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,24,,
hundred,sed_tg,kbekuy,excel,01-34,百,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,38,,
hundred,sed_tg,kingal kbekuy,excel,01-35,一百,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,39,,
some,sed_tg,tikuh,excel,01-38,一些些,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,42,,
all,sed_tg,kana,excel,01-43,全部,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,47,,
few,sed_tg,tikuh,excel,01-44,一點點,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,48,,
you_singular,sed_tg,isu,excel,02-01,你,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,51,,
i,sed_tg,yaku,excel,02-02,我,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,52,,
he,sed_tg,heya,excel,02-03,他,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,53,,
you_plural,sed_tg,yamu,excel,02-04,你們,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,54,,
we,sed_tg,yami,excel,02-05,我們,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,55,,
they,sed_tg,dheya,excel,02-06,他們,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,56,,
we,sed_tg,yami,excel,02-13,我們(排除式),,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,63,miyan,
we,sed_tg,nita,excel,02-14,咱們(包含式),,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,64,,
that,sed_tg,gaga,excel,02-16,那個,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,66,,
this,sed_tg,nii,excel,02-17,這個,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,67,,
here,sed_tg,hini,excel,02-18,這裡,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,68,,
there,sed_tg,hiya,excel,02-19,那裡,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,69,,
what,sed_tg,maanu,excel,03-02,什麼,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,73,,
how,sed_tg,hmuwa,excel,03-03,如何,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,74,,
when,sed_tg,knuwan,excel,03-04,何時(未發生),,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,75,,
who,sed_tg,ima,excel,03-05,誰,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,76,,
where,sed_tg,inu,excel,03-07,哪裡,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,78,,
how,sed_tg,hmuwa,excel,03-09,怎麼,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,80,,
where,sed_tg,inu,excel,03-12,什麼地方,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,83,,
when,sed_tg,knuwan,excel,03-13,何時(已發生),,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,84,,
father,sed_tg,tama,excel,04-01,爸爸,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,87,,
mother,sed_tg,bubu,excel,04-02,媽媽,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,88,,
wife,sed_tg,seno/qedil,excel,04-07,配偶(先生/太太),,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,93,,
husband,sed_tg,seno/qedil,excel,04-07,配偶(先生/太太),,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,93,,
husband,sed_tg,seno,excel,04-15,丈夫,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,101,,
name,sed_tg,ngayan,excel,05-01,名字,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,114,,
child,sed_tg,laqi,excel,05-05,孩童,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,118,,
woman,sed_tg,mqedil,excel,05-07,女性,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,120,,
man,sed_tg,rseno,excel,05-08,男性,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,121,,
person,sed_tg,seediq,excel,05-09,人,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,122,Seediq賽德克族,
ear,sed_tg,birac,excel,06-01,耳朵,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,140,,
leg,sed_tg,bteriq,excel,06-02,大腿,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,141,,
eye,sed_tg,doriq,excel,06-03,眼睛,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,142,,
mouth,sed_tg,quwaq,excel,06-05,嘴巴,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,144,,
head,sed_tg,tunux,excel,06-06,頭,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,145,,
fingernail,sed_tg,kukuh,excel,06-07,指甲,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,146,,
hand,sed_tg,baga,excel,06-08,手,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,147,,
nose,sed_tg,muhing,excel,06-10,鼻子,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,149,,
foot,sed_tg,papak,excel,06-11,腳,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,150,,
tooth,sed_tg,rupun,excel,06-12,牙齒,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,151,,
hair,sed_tg,snuunux,excel,06-13,頭髮,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,152,,
blood,sed_tg,dara,excel,06-14,血,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,153,,
meat,sed_tg,wawa,excel,06-15,肉,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,154,,
belly,sed_tg,nbuyas,excel,06-17,肚子,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,156,,
breast,sed_tg,nunuh,excel,06-18,乳房,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,157,,
back,sed_tg,bukuy,excel,06-22,背部,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,161,,
skin,sed_tg,qraqil,excel,06-23,皮,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,162,,
heart,sed_tg,toma bahak,excel,06-28,心臟,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,167,,
knee,sed_tg,pungu papak,excel,06-31,膝蓋,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,170,,
liver,sed_tg,rumun,excel,06-34,肝臟,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,173,,
fat,sed_tg,daruk,excel,06-37,油脂,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,176,,
tongue,sed_tg,hema,excel,06-42,舌頭,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,181,,
neck,sed_tg,nduyung,excel,06-47,脖子,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,186,,
neck,sed_tg,qilu,excel,06-52,頸子,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,191,,
tail,sed_tg,ngungu,excel,07-01,尾巴,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,197,,
dog,sed_tg,huling,excel,07-03,狗,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,199,,
bird,sed_tg,qbheni,excel,07-06,鳥,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,202,,
fish,sed_tg,qcurux,excel,07-07,魚,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,203,,
snake,sed_tg,quyu,excel,07-19,蛇,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,215,,
louse,sed_tg,quhing,excel,07-33,頭蝨,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,229,,
worm,sed_tg,bicun,excel,07-39,蚯蚓,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,235,,
wing,sed_tg,palic,excel,07-49,翅膀,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,245,,
horn,sed_tg,urung,excel,07-64,(動物的)角,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,260,,
tree,sed_tg,qhuni,excel,08-03,樹,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,265,,
leaf,sed_tg,waso,excel,08-06,葉子,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,268,,
flower,sed_tg,phepah,excel,08-09,花朵,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,271,,
stick,sed_tg,cida qhuni,excel,08-15,樹枝,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,277,,
fruit,sed_tg,hei qhuni,excel,08-16,(植物的)果實,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,278,,
grass,sed_tg,speriq,excel,08-20,草,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,282,,
fruit,sed_tg,hei qhuni,excel,08-24,水果,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,286,,
root,sed_tg,gamil qhuni,excel,08-28,樹根,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,290,,
seed,sed_tg,rehak,excel,08-44,種子,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,306,,
rope,sed_tg,negul,excel,09-15,繩索,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,335,,
stick,sed_tg,qreti,excel,09-18,枝條,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,338,,
ash,sed_tg,qbulic,excel,09-49,炭灰,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,369,,
road,sed_tg,eluw,excel,10-01,道路,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,393,,
forest,sed_tg,bbuyu,excel,10-02,森林,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,394,,
wind,sed_tg,bgihur,excel,10-04,風,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,396,,
sand,sed_tg,bnaquy,excel,10-05,沙子,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,397,,
earth,sed_tg,dheran,excel,10-06,泥土,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,398,,
river,sed_tg,yayung,excel,10-07,河流,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,399,,
lake,sed_tg,rcilung,excel,10-08,湖泊,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,400,,
sun,sed_tg,hido,excel,11-02,太陽,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,417,,
moon,sed_tg,idas,excel,11-03,月亮,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,418,,
sky,sed_tg,karac,excel,11-04,天空,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,419,,
star,sed_tg,pngerah,excel,11-05,星星,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,420,碗,
rain,sed_tg,quyux,excel,11-06,雨,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,421,,
snow,sed_tg,huda,excel,11-07,雪,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,422,,
cloud,sed_tg,plabu,excel,11-12,雲,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,427,,
smoke,sed_tg,qrengun,excel,11-13,煙,,2026學習詞表-16德固達雅賽德克語.xlsx,16德固達雅賽德克語,428,,
